Trial_ID,Generation_Model,Evaluation_Model,Precision,Recall,F1
NCT00962247,gpt4-turbo-ts,bert-scores-08,0.5,0.42857142857142855,0.4615384615384615
NCT00962247,gpt4-turbo-ts,bert-scores-09,0.5,0.42857142857142855,0.4615384615384615
NCT00962247,gpt4-turbo-ts,gpt4-omni-score,0.5,0.42857142857142855,0.4615384615384615
NCT00962247,gpt4-turbo-zs,bert-scores-06,0.6,0.42857142857142855,0.5
NCT00962247,gpt4-turbo-zs,bert-scores-07,0.6,0.42857142857142855,0.5
NCT00962247,gpt4-turbo-zs,bert-scores-08,0.6,0.42857142857142855,0.5
NCT00962247,gpt4-turbo-zs,bert-scores-09,0.2,0.14285714285714285,0.16666666666666666
NCT00962247,gpt4-turbo-zs,gpt4-omni-score,0.6,0.42857142857142855,0.5
NCT00962247,llama3-70b-in-ts,bert-scores-06,0.5714285714285714,0.5714285714285714,0.5714285714285714
NCT00962247,llama3-70b-in-ts,bert-scores-07,0.42857142857142855,0.42857142857142855,0.42857142857142855
NCT00962247,llama3-70b-in-ts,bert-scores-08,0.42857142857142855,0.42857142857142855,0.42857142857142855
NCT00962247,llama3-70b-in-ts,bert-scores-09,0.42857142857142855,0.42857142857142855,0.42857142857142855
NCT00962247,llama3-70b-in-ts,gpt4-omni-score,0.42857142857142855,0.42857142857142855,0.42857142857142855
NCT00962247,llama3-70b-in-zs,bert-scores-06,0.375,0.42857142857142855,0.39999999999999997
NCT00962247,llama3-70b-in-zs,bert-scores-07,0.375,0.42857142857142855,0.39999999999999997
NCT00962247,llama3-70b-in-zs,bert-scores-08,0.375,0.42857142857142855,0.39999999999999997
NCT00962247,llama3-70b-in-zs,bert-scores-09,0.375,0.42857142857142855,0.39999999999999997
NCT00962247,llama3-70b-in-zs,gpt4-omni-score,0.375,0.42857142857142855,0.39999999999999997
NCT00967668,gpt4-omni-ts,bert-scores-06,0.26666666666666666,0.5,0.3478260869565218
NCT00967668,gpt4-omni-ts,bert-scores-07,0.26666666666666666,0.5,0.3478260869565218
NCT00967668,gpt4-omni-ts,bert-scores-08,0.2,0.375,0.26086956521739135
NCT00967668,gpt4-omni-ts,bert-scores-09,0.2,0.375,0.26086956521739135
NCT00967668,gpt4-omni-ts,gpt4-omni-score,0.26666666666666666,0.5,0.3478260869565218
NCT00967668,gpt4-omni-zs,bert-scores-06,0.2727272727272727,0.375,0.3157894736842105
NCT00967668,gpt4-omni-zs,bert-scores-07,0.2727272727272727,0.375,0.3157894736842105
NCT00967668,gpt4-omni-zs,bert-scores-08,0.2727272727272727,0.375,0.3157894736842105
NCT00967668,gpt4-omni-zs,bert-scores-09,0.18181818181818182,0.25,0.2105263157894737
NCT00967668,gpt4-omni-zs,gpt4-omni-score,0.2727272727272727,0.375,0.3157894736842105
NCT00967668,gpt4-turbo-ts,bert-scores-06,0.25,0.5,0.3333333333333333
NCT00967668,gpt4-turbo-ts,bert-scores-07,0.25,0.5,0.3333333333333333
NCT00967668,gpt4-turbo-ts,bert-scores-08,0.25,0.5,0.3333333333333333
NCT00967668,gpt4-turbo-ts,bert-scores-09,0.1875,0.375,0.25
NCT00967668,gpt4-turbo-ts,gpt4-omni-score,0.3125,0.625,0.4166666666666667
NCT00967668,gpt4-turbo-zs,bert-scores-06,0.375,0.375,0.375
NCT00967668,gpt4-turbo-zs,bert-scores-07,0.375,0.375,0.375
NCT00967668,gpt4-turbo-zs,bert-scores-08,0.375,0.375,0.375
NCT00967668,gpt4-turbo-zs,bert-scores-09,0.25,0.25,0.25
NCT00967668,gpt4-turbo-zs,gpt4-omni-score,0.375,0.375,0.375
NCT00967668,llama3-70b-in-ts,bert-scores-06,0.2857142857142857,0.5,0.36363636363636365
NCT00967668,llama3-70b-in-ts,bert-scores-07,0.21428571428571427,0.375,0.2727272727272727
NCT00967668,llama3-70b-in-ts,bert-scores-08,0.21428571428571427,0.375,0.2727272727272727
NCT00967668,llama3-70b-in-ts,bert-scores-09,0.21428571428571427,0.375,0.2727272727272727
NCT00967668,llama3-70b-in-ts,gpt4-omni-score,0.21428571428571427,0.375,0.2727272727272727
NCT00967668,llama3-70b-in-zs,bert-scores-06,0.25,0.5,0.3333333333333333
NCT00967668,llama3-70b-in-zs,bert-scores-07,0.25,0.5,0.3333333333333333
NCT00967668,llama3-70b-in-zs,bert-scores-08,0.1875,0.375,0.25
NCT00967668,llama3-70b-in-zs,bert-scores-09,0.1875,0.375,0.25
NCT00967668,llama3-70b-in-zs,gpt4-omni-score,0.25,0.5,0.3333333333333333
NCT01000480,gpt4-omni-ts,bert-scores-06,0.3333333333333333,0.5555555555555556,0.4166666666666667
NCT01000480,gpt4-omni-ts,bert-scores-07,0.3333333333333333,0.5555555555555556,0.4166666666666667
NCT01000480,gpt4-omni-ts,bert-scores-08,0.26666666666666666,0.4444444444444444,0.33333333333333337
NCT01000480,gpt4-omni-ts,bert-scores-09,0.2,0.3333333333333333,0.25
NCT01000480,gpt4-omni-ts,gpt4-omni-score,0.4,0.6666666666666666,0.5
NCT01000480,gpt4-omni-zs,bert-scores-06,0.15384615384615385,0.4444444444444444,0.2285714285714286
NCT01000480,gpt4-omni-zs,bert-scores-07,0.15384615384615385,0.4444444444444444,0.2285714285714286
NCT01000480,gpt4-omni-zs,bert-scores-08,0.15384615384615385,0.4444444444444444,0.2285714285714286
NCT01000480,gpt4-omni-zs,bert-scores-09,0.07692307692307693,0.2222222222222222,0.1142857142857143
NCT01000480,gpt4-omni-zs,gpt4-omni-score,0.19230769230769232,0.5555555555555556,0.28571428571428575
NCT01000480,gpt4-turbo-ts,bert-scores-06,0.21739130434782608,0.5555555555555556,0.3125
NCT01000480,gpt4-turbo-ts,bert-scores-07,0.21739130434782608,0.5555555555555556,0.3125
NCT01000480,gpt4-turbo-ts,bert-scores-08,0.21739130434782608,0.5555555555555556,0.3125
NCT01000480,gpt4-turbo-ts,bert-scores-09,0.17391304347826086,0.4444444444444444,0.25
NCT01000480,gpt4-turbo-ts,gpt4-omni-score,0.30434782608695654,0.7777777777777778,0.43750000000000006
NCT01000480,gpt4-turbo-zs,bert-scores-06,0.2777777777777778,0.5555555555555556,0.3703703703703704
NCT01000480,gpt4-turbo-zs,bert-scores-07,0.2222222222222222,0.4444444444444444,0.2962962962962963
NCT01000480,gpt4-turbo-zs,bert-scores-08,0.2222222222222222,0.4444444444444444,0.2962962962962963
NCT01000480,gpt4-turbo-zs,bert-scores-09,0.1111111111111111,0.2222222222222222,0.14814814814814814
NCT01000480,gpt4-turbo-zs,gpt4-omni-score,0.3333333333333333,0.6666666666666666,0.4444444444444444
NCT01000480,llama3-70b-in-ts,bert-scores-06,0.38461538461538464,0.5555555555555556,0.4545454545454546
NCT01000480,llama3-70b-in-ts,bert-scores-07,0.3076923076923077,0.4444444444444444,0.3636363636363637
NCT01000480,llama3-70b-in-ts,bert-scores-08,0.3076923076923077,0.4444444444444444,0.3636363636363637
NCT01000480,llama3-70b-in-ts,bert-scores-09,0.23076923076923078,0.3333333333333333,0.27272727272727276
NCT01000480,llama3-70b-in-ts,gpt4-omni-score,0.46153846153846156,0.6666666666666666,0.5454545454545455
NCT01000480,llama3-70b-in-zs,bert-scores-06,0.4666666666666667,0.7777777777777778,0.5833333333333334
NCT01000480,llama3-70b-in-zs,bert-scores-07,0.4,0.6666666666666666,0.5
NCT01000480,llama3-70b-in-zs,bert-scores-08,0.4,0.6666666666666666,0.5
NCT01000480,llama3-70b-in-zs,bert-scores-09,0.3333333333333333,0.5555555555555556,0.4166666666666667
NCT01000480,llama3-70b-in-zs,gpt4-omni-score,0.4666666666666667,0.7777777777777778,0.5833333333333334
NCT01031680,gpt4-omni-ts,bert-scores-06,0.3333333333333333,0.4117647058823529,0.36842105263157887
NCT01031680,gpt4-omni-ts,bert-scores-07,0.23809523809523808,0.29411764705882354,0.2631578947368421
NCT01031680,gpt4-omni-ts,bert-scores-08,0.23809523809523808,0.29411764705882354,0.2631578947368421
NCT01031680,gpt4-omni-ts,bert-scores-09,0.23809523809523808,0.29411764705882354,0.2631578947368421
NCT01031680,gpt4-omni-ts,gpt4-omni-score,0.42857142857142855,0.5294117647058824,0.4736842105263158
NCT01031680,gpt4-omni-zs,bert-scores-06,0.2857142857142857,0.23529411764705882,0.2580645161290323
NCT01031680,gpt4-omni-zs,bert-scores-07,0.21428571428571427,0.17647058823529413,0.1935483870967742
NCT01031680,gpt4-omni-zs,bert-scores-08,0.14285714285714285,0.11764705882352941,0.12903225806451615
NCT01031680,gpt4-omni-zs,bert-scores-09,0.07142857142857142,0.058823529411764705,0.06451612903225808
NCT01031680,gpt4-omni-zs,gpt4-omni-score,0.42857142857142855,0.35294117647058826,0.3870967741935484
NCT01031680,gpt4-turbo-ts,bert-scores-06,0.46153846153846156,0.35294117647058826,0.4000000000000001
NCT01031680,gpt4-turbo-ts,bert-scores-07,0.38461538461538464,0.29411764705882354,0.33333333333333337
NCT01031680,gpt4-turbo-ts,bert-scores-08,0.38461538461538464,0.29411764705882354,0.33333333333333337
NCT01031680,gpt4-turbo-ts,bert-scores-09,0.38461538461538464,0.29411764705882354,0.33333333333333337
NCT01031680,gpt4-turbo-ts,gpt4-omni-score,0.5384615384615384,0.4375,0.4827586206896552
NCT01031680,gpt4-turbo-zs,bert-scores-06,0.5,0.29411764705882354,0.37037037037037035
NCT01031680,gpt4-turbo-zs,bert-scores-07,0.3,0.17647058823529413,0.22222222222222224
NCT01031680,gpt4-turbo-zs,bert-scores-08,0.3,0.17647058823529413,0.22222222222222224
NCT01031680,gpt4-turbo-zs,bert-scores-09,0.2,0.11764705882352941,0.14814814814814817
NCT01031680,gpt4-turbo-zs,gpt4-omni-score,0.7,0.4117647058823529,0.5185185185185185
NCT01031680,llama3-70b-in-ts,bert-scores-06,0.35294117647058826,0.35294117647058826,0.35294117647058826
NCT01031680,llama3-70b-in-ts,bert-scores-07,0.29411764705882354,0.29411764705882354,0.29411764705882354
NCT01031680,llama3-70b-in-ts,bert-scores-08,0.23529411764705882,0.23529411764705882,0.23529411764705882
NCT01031680,llama3-70b-in-ts,bert-scores-09,0.23529411764705882,0.23529411764705882,0.23529411764705882
NCT01031680,llama3-70b-in-ts,gpt4-omni-score,0.5882352941176471,0.5882352941176471,0.5882352941176471
NCT01031680,llama3-70b-in-zs,bert-scores-06,0.375,0.35294117647058826,0.3636363636363636
NCT01031680,llama3-70b-in-zs,bert-scores-07,0.25,0.23529411764705882,0.24242424242424243
NCT01031680,llama3-70b-in-zs,bert-scores-08,0.125,0.11764705882352941,0.12121212121212122
NCT01031680,llama3-70b-in-zs,bert-scores-09,0.125,0.11764705882352941,0.12121212121212122
NCT01031680,llama3-70b-in-zs,gpt4-omni-score,0.625,0.5882352941176471,0.6060606060606061
NCT01101880,gpt4-omni-ts,bert-scores-06,0.16666666666666666,0.375,0.23076923076923078
NCT01101880,gpt4-omni-ts,bert-scores-07,0.05555555555555555,0.125,0.07692307692307691
NCT01101880,gpt4-omni-ts,bert-scores-08,0.05555555555555555,0.125,0.07692307692307691
NCT01101880,gpt4-omni-ts,bert-scores-09,0.0,0.0,0.0
NCT01101880,gpt4-omni-ts,gpt4-omni-score,0.16666666666666666,0.375,0.23076923076923078
NCT01101880,gpt4-omni-zs,bert-scores-06,0.21428571428571427,0.375,0.2727272727272727
NCT01101880,gpt4-omni-zs,bert-scores-07,0.07142857142857142,0.125,0.09090909090909091
NCT01101880,gpt4-omni-zs,bert-scores-08,0.07142857142857142,0.125,0.09090909090909091
NCT01101880,gpt4-omni-zs,bert-scores-09,0.0,0.0,0.0
NCT01101880,gpt4-omni-zs,gpt4-omni-score,0.21428571428571427,0.375,0.2727272727272727
NCT01101880,gpt4-turbo-ts,bert-scores-06,0.125,0.25,0.16666666666666666
NCT01101880,gpt4-turbo-ts,bert-scores-07,0.0625,0.125,0.08333333333333333
NCT01101880,gpt4-turbo-ts,bert-scores-08,0.0625,0.125,0.08333333333333333
NCT01101880,gpt4-turbo-ts,bert-scores-09,0.0,0.0,0.0
NCT01101880,gpt4-turbo-ts,gpt4-omni-score,0.125,0.25,0.16666666666666666
NCT01101880,gpt4-turbo-zs,bert-scores-06,0.14285714285714285,0.25,0.18181818181818182
NCT01101880,gpt4-turbo-zs,bert-scores-07,0.07142857142857142,0.125,0.09090909090909091
NCT01101880,gpt4-turbo-zs,bert-scores-08,0.07142857142857142,0.125,0.09090909090909091
NCT01101880,gpt4-turbo-zs,bert-scores-09,0.0,0.0,0.0
NCT01101880,gpt4-turbo-zs,gpt4-omni-score,0.21428571428571427,0.375,0.2727272727272727
NCT01101880,llama3-70b-in-ts,bert-scores-06,0.14285714285714285,0.25,0.18181818181818182
NCT01101880,llama3-70b-in-ts,bert-scores-07,0.07142857142857142,0.125,0.09090909090909091
NCT01101880,llama3-70b-in-ts,bert-scores-08,0.07142857142857142,0.125,0.09090909090909091
NCT01101880,llama3-70b-in-ts,bert-scores-09,0.0,0.0,0.0
NCT01101880,llama3-70b-in-ts,gpt4-omni-score,0.2857142857142857,0.5,0.36363636363636365
NCT01101880,llama3-70b-in-zs,bert-scores-06,0.15384615384615385,0.25,0.1904761904761905
NCT01101880,llama3-70b-in-zs,bert-scores-07,0.07692307692307693,0.125,0.09523809523809525
NCT01101880,llama3-70b-in-zs,bert-scores-08,0.07692307692307693,0.125,0.09523809523809525
NCT01101880,llama3-70b-in-zs,bert-scores-09,0.0,0.0,0.0
NCT01101880,llama3-70b-in-zs,gpt4-omni-score,0.15384615384615385,0.25,0.1904761904761905
NCT01279109,gpt4-omni-ts,bert-scores-06,0.375,0.25,0.3
NCT01279109,gpt4-omni-ts,bert-scores-07,0.25,0.16666666666666666,0.2
NCT01279109,gpt4-omni-ts,bert-scores-08,0.25,0.16666666666666666,0.2
NCT01279109,gpt4-omni-ts,bert-scores-09,0.25,0.16666666666666666,0.2
NCT01279109,gpt4-omni-ts,gpt4-omni-score,0.375,0.25,0.3
NCT01279109,gpt4-omni-zs,bert-scores-06,0.375,0.25,0.3
NCT01279109,gpt4-omni-zs,bert-scores-07,0.25,0.16666666666666666,0.2
NCT01279109,gpt4-omni-zs,bert-scores-08,0.25,0.16666666666666666,0.2
NCT01279109,gpt4-omni-zs,bert-scores-09,0.25,0.16666666666666666,0.2
NCT01279109,gpt4-omni-zs,gpt4-omni-score,0.375,0.25,0.3
NCT01279109,gpt4-turbo-ts,bert-scores-06,0.5,0.5,0.5
NCT01279109,gpt4-turbo-ts,bert-scores-07,0.25,0.25,0.25
NCT01279109,gpt4-turbo-ts,bert-scores-08,0.25,0.25,0.25
NCT01279109,gpt4-turbo-ts,bert-scores-09,0.16666666666666666,0.16666666666666666,0.16666666666666666
NCT01279109,gpt4-turbo-ts,gpt4-omni-score,0.4166666666666667,0.4166666666666667,0.4166666666666667
NCT01279109,gpt4-turbo-zs,bert-scores-06,0.5714285714285714,0.3333333333333333,0.4210526315789474
NCT01279109,gpt4-turbo-zs,bert-scores-07,0.42857142857142855,0.25,0.3157894736842105
NCT01279109,gpt4-turbo-zs,bert-scores-08,0.2857142857142857,0.16666666666666666,0.2105263157894737
NCT01279109,gpt4-turbo-zs,bert-scores-09,0.2857142857142857,0.16666666666666666,0.2105263157894737
NCT01279109,gpt4-turbo-zs,gpt4-omni-score,0.5714285714285714,0.3333333333333333,0.4210526315789474
NCT01279109,llama3-70b-in-ts,bert-scores-06,0.3076923076923077,0.3333333333333333,0.32
NCT01279109,llama3-70b-in-ts,bert-scores-07,0.3076923076923077,0.3333333333333333,0.32
NCT01279109,llama3-70b-in-ts,bert-scores-08,0.3076923076923077,0.3333333333333333,0.32
NCT01279109,llama3-70b-in-ts,bert-scores-09,0.3076923076923077,0.3333333333333333,0.32
NCT01279109,llama3-70b-in-ts,gpt4-omni-score,0.3076923076923077,0.3333333333333333,0.32
NCT01279109,llama3-70b-in-zs,bert-scores-06,0.2857142857142857,0.3333333333333333,0.30769230769230765
NCT01279109,llama3-70b-in-zs,bert-scores-07,0.2857142857142857,0.3333333333333333,0.30769230769230765
NCT01279109,llama3-70b-in-zs,bert-scores-08,0.21428571428571427,0.25,0.23076923076923075
NCT01279109,llama3-70b-in-zs,bert-scores-09,0.21428571428571427,0.25,0.23076923076923075
NCT01279109,llama3-70b-in-zs,gpt4-omni-score,0.2857142857142857,0.3333333333333333,0.30769230769230765
NCT01357551,gpt4-omni-ts,bert-scores-06,0.2631578947368421,0.2631578947368421,0.2631578947368421
NCT01357551,gpt4-omni-ts,bert-scores-07,0.21052631578947367,0.21052631578947367,0.21052631578947367
NCT01357551,gpt4-omni-ts,bert-scores-08,0.21052631578947367,0.21052631578947367,0.21052631578947367
NCT01357551,gpt4-omni-ts,bert-scores-09,0.15789473684210525,0.15789473684210525,0.15789473684210525
NCT01357551,gpt4-omni-ts,gpt4-omni-score,0.21052631578947367,0.21052631578947367,0.21052631578947367
NCT01357551,gpt4-omni-zs,bert-scores-06,0.25,0.3157894736842105,0.27906976744186046
NCT01357551,gpt4-omni-zs,bert-scores-07,0.16666666666666666,0.21052631578947367,0.186046511627907
NCT01357551,gpt4-omni-zs,bert-scores-08,0.16666666666666666,0.21052631578947367,0.186046511627907
NCT01357551,gpt4-omni-zs,bert-scores-09,0.08333333333333333,0.10526315789473684,0.0930232558139535
NCT01357551,gpt4-omni-zs,gpt4-omni-score,0.16666666666666666,0.21052631578947367,0.186046511627907
NCT01357551,gpt4-turbo-ts,bert-scores-06,0.42857142857142855,0.3157894736842105,0.36363636363636365
NCT01357551,gpt4-turbo-ts,bert-scores-07,0.35714285714285715,0.2631578947368421,0.30303030303030304
NCT01357551,gpt4-turbo-ts,bert-scores-08,0.35714285714285715,0.2631578947368421,0.30303030303030304
NCT01357551,gpt4-turbo-ts,bert-scores-09,0.35714285714285715,0.2631578947368421,0.30303030303030304
NCT01357551,gpt4-turbo-ts,gpt4-omni-score,0.35714285714285715,0.2631578947368421,0.30303030303030304
NCT01357551,gpt4-turbo-zs,bert-scores-06,0.2631578947368421,0.2631578947368421,0.2631578947368421
NCT01357551,gpt4-turbo-zs,bert-scores-07,0.15789473684210525,0.15789473684210525,0.15789473684210525
NCT01357551,gpt4-turbo-zs,bert-scores-08,0.15789473684210525,0.15789473684210525,0.15789473684210525
NCT01357551,gpt4-turbo-zs,bert-scores-09,0.10526315789473684,0.10526315789473684,0.10526315789473684
NCT01357551,gpt4-turbo-zs,gpt4-omni-score,0.21052631578947367,0.21052631578947367,0.21052631578947367
NCT01357551,llama3-70b-in-ts,bert-scores-06,0.5,0.3684210526315789,0.4242424242424242
NCT01357551,llama3-70b-in-ts,bert-scores-07,0.35714285714285715,0.2631578947368421,0.30303030303030304
NCT01357551,llama3-70b-in-ts,bert-scores-08,0.2857142857142857,0.21052631578947367,0.24242424242424243
NCT01357551,llama3-70b-in-ts,bert-scores-09,0.21428571428571427,0.15789473684210525,0.18181818181818182
NCT01357551,llama3-70b-in-ts,gpt4-omni-score,0.5,0.3684210526315789,0.4242424242424242
NCT01357551,llama3-70b-in-zs,bert-scores-06,0.3157894736842105,0.3157894736842105,0.3157894736842105
NCT01357551,llama3-70b-in-zs,bert-scores-07,0.2631578947368421,0.2631578947368421,0.2631578947368421
NCT01357551,llama3-70b-in-zs,bert-scores-08,0.2631578947368421,0.2631578947368421,0.2631578947368421
NCT01357551,llama3-70b-in-zs,bert-scores-09,0.2631578947368421,0.2631578947368421,0.2631578947368421
NCT01357551,llama3-70b-in-zs,gpt4-omni-score,0.2631578947368421,0.2631578947368421,0.2631578947368421
NCT01435603,gpt4-omni-ts,bert-scores-06,0.4117647058823529,0.4375,0.42424242424242425
NCT01435603,gpt4-omni-ts,bert-scores-07,0.35294117647058826,0.375,0.3636363636363636
NCT01435603,gpt4-omni-ts,bert-scores-08,0.29411764705882354,0.3125,0.30303030303030304
NCT01435603,gpt4-omni-ts,bert-scores-09,0.23529411764705882,0.25,0.24242424242424243
NCT01435603,gpt4-omni-ts,gpt4-omni-score,0.35294117647058826,0.375,0.3636363636363636
NCT01435603,gpt4-omni-zs,bert-scores-06,0.38461538461538464,0.3125,0.3448275862068966
NCT01435603,gpt4-omni-zs,bert-scores-07,0.38461538461538464,0.3125,0.3448275862068966
NCT01435603,gpt4-omni-zs,bert-scores-08,0.23076923076923078,0.1875,0.20689655172413793
NCT01435603,gpt4-omni-zs,bert-scores-09,0.07692307692307693,0.0625,0.06896551724137931
NCT01435603,gpt4-omni-zs,gpt4-omni-score,0.46153846153846156,0.375,0.41379310344827586
NCT01435603,gpt4-turbo-ts,bert-scores-06,0.3333333333333333,0.375,0.35294117647058826
NCT01435603,gpt4-turbo-ts,bert-scores-07,0.2777777777777778,0.3125,0.29411764705882354
NCT01435603,gpt4-turbo-ts,bert-scores-08,0.16666666666666666,0.1875,0.17647058823529413
NCT01435603,gpt4-turbo-ts,bert-scores-09,0.1111111111111111,0.125,0.11764705882352941
NCT01435603,gpt4-turbo-ts,gpt4-omni-score,0.45,0.5625,0.5
NCT01435603,gpt4-turbo-zs,bert-scores-06,0.36363636363636365,0.25,0.2962962962962963
NCT01435603,gpt4-turbo-zs,bert-scores-07,0.36363636363636365,0.25,0.2962962962962963
NCT01435603,gpt4-turbo-zs,bert-scores-08,0.18181818181818182,0.125,0.14814814814814814
NCT01435603,gpt4-turbo-zs,bert-scores-09,0.18181818181818182,0.125,0.14814814814814814
NCT01435603,gpt4-turbo-zs,gpt4-omni-score,0.2727272727272727,0.1875,0.2222222222222222
NCT01435603,llama3-70b-in-ts,bert-scores-06,0.5294117647058824,0.5625,0.5454545454545455
NCT01435603,llama3-70b-in-ts,bert-scores-07,0.5294117647058824,0.5625,0.5454545454545455
NCT01435603,llama3-70b-in-ts,bert-scores-08,0.5294117647058824,0.5625,0.5454545454545455
NCT01435603,llama3-70b-in-ts,bert-scores-09,0.47058823529411764,0.5,0.48484848484848486
NCT01435603,llama3-70b-in-ts,gpt4-omni-score,0.47058823529411764,0.5,0.48484848484848486
NCT01435603,llama3-70b-in-zs,bert-scores-06,0.5384615384615384,0.4375,0.4827586206896552
NCT01435603,llama3-70b-in-zs,bert-scores-07,0.5384615384615384,0.4375,0.4827586206896552
NCT01435603,llama3-70b-in-zs,bert-scores-08,0.46153846153846156,0.375,0.41379310344827586
NCT01435603,llama3-70b-in-zs,bert-scores-09,0.38461538461538464,0.3125,0.3448275862068966
NCT01435603,llama3-70b-in-zs,gpt4-omni-score,0.46153846153846156,0.375,0.41379310344827586
NCT01441973,gpt4-omni-ts,bert-scores-06,0.4444444444444444,0.36363636363636365,0.39999999999999997
NCT01441973,gpt4-omni-ts,bert-scores-07,0.4444444444444444,0.36363636363636365,0.39999999999999997
NCT01441973,gpt4-omni-ts,bert-scores-08,0.2222222222222222,0.18181818181818182,0.19999999999999998
NCT01441973,gpt4-omni-ts,bert-scores-09,0.2222222222222222,0.18181818181818182,0.19999999999999998
NCT01441973,gpt4-omni-ts,gpt4-omni-score,0.5555555555555556,0.45454545454545453,0.5
NCT01441973,gpt4-omni-zs,bert-scores-06,0.36363636363636365,0.36363636363636365,0.36363636363636365
NCT01441973,gpt4-omni-zs,bert-scores-07,0.2727272727272727,0.2727272727272727,0.2727272727272727
NCT01441973,gpt4-omni-zs,bert-scores-08,0.18181818181818182,0.18181818181818182,0.18181818181818182
NCT01441973,gpt4-omni-zs,bert-scores-09,0.09090909090909091,0.09090909090909091,0.09090909090909091
NCT01441973,gpt4-omni-zs,gpt4-omni-score,0.5454545454545454,0.5454545454545454,0.5454545454545454
NCT01441973,gpt4-turbo-ts,bert-scores-06,0.5,0.36363636363636365,0.4210526315789474
NCT01441973,gpt4-turbo-ts,bert-scores-07,0.25,0.18181818181818182,0.2105263157894737
NCT01441973,gpt4-turbo-ts,bert-scores-08,0.125,0.09090909090909091,0.10526315789473685
NCT01441973,gpt4-turbo-ts,bert-scores-09,0.125,0.09090909090909091,0.10526315789473685
NCT01441973,gpt4-turbo-ts,gpt4-omni-score,0.625,0.45454545454545453,0.5263157894736842
NCT01441973,gpt4-turbo-zs,bert-scores-06,0.5,0.36363636363636365,0.4210526315789474
NCT01441973,gpt4-turbo-zs,bert-scores-07,0.375,0.2727272727272727,0.3157894736842105
NCT01441973,gpt4-turbo-zs,bert-scores-08,0.25,0.18181818181818182,0.2105263157894737
NCT01441973,gpt4-turbo-zs,bert-scores-09,0.125,0.09090909090909091,0.10526315789473685
NCT01441973,gpt4-turbo-zs,gpt4-omni-score,0.5,0.36363636363636365,0.4210526315789474
NCT01441973,llama3-70b-in-ts,bert-scores-06,0.5555555555555556,0.45454545454545453,0.5
NCT01441973,llama3-70b-in-ts,bert-scores-07,0.3333333333333333,0.2727272727272727,0.3
NCT01441973,llama3-70b-in-ts,bert-scores-08,0.2222222222222222,0.18181818181818182,0.19999999999999998
NCT01441973,llama3-70b-in-ts,bert-scores-09,0.2222222222222222,0.18181818181818182,0.19999999999999998
NCT01441973,llama3-70b-in-ts,gpt4-omni-score,0.5555555555555556,0.45454545454545453,0.5
NCT01441973,llama3-70b-in-zs,bert-scores-06,0.38461538461538464,0.45454545454545453,0.41666666666666663
NCT01441973,llama3-70b-in-zs,bert-scores-07,0.3076923076923077,0.36363636363636365,0.33333333333333337
NCT01441973,llama3-70b-in-zs,bert-scores-08,0.15384615384615385,0.18181818181818182,0.16666666666666669
NCT01441973,llama3-70b-in-zs,bert-scores-09,0.15384615384615385,0.18181818181818182,0.16666666666666669
NCT01441973,llama3-70b-in-zs,gpt4-omni-score,0.5384615384615384,0.6363636363636364,0.5833333333333334
NCT01484873,gpt4-omni-ts,bert-scores-06,0.25,0.4166666666666667,0.3125
NCT01484873,gpt4-omni-ts,bert-scores-07,0.2,0.3333333333333333,0.25
NCT01484873,gpt4-omni-ts,bert-scores-08,0.2,0.3333333333333333,0.25
NCT01484873,gpt4-omni-ts,bert-scores-09,0.1,0.16666666666666666,0.125
NCT01484873,gpt4-omni-ts,gpt4-omni-score,0.3,0.5,0.37499999999999994
NCT01484873,gpt4-omni-zs,bert-scores-06,0.2777777777777778,0.4166666666666667,0.33333333333333337
NCT01484873,gpt4-omni-zs,bert-scores-07,0.2222222222222222,0.3333333333333333,0.26666666666666666
NCT01484873,gpt4-omni-zs,bert-scores-08,0.16666666666666666,0.25,0.2
NCT01484873,gpt4-omni-zs,bert-scores-09,0.16666666666666666,0.25,0.2
NCT01484873,gpt4-omni-zs,gpt4-omni-score,0.3333333333333333,0.5,0.4
NCT01484873,gpt4-turbo-ts,bert-scores-06,0.2222222222222222,0.3333333333333333,0.26666666666666666
NCT01484873,gpt4-turbo-ts,bert-scores-07,0.16666666666666666,0.25,0.2
NCT01484873,gpt4-turbo-ts,bert-scores-08,0.16666666666666666,0.25,0.2
NCT01484873,gpt4-turbo-ts,bert-scores-09,0.1111111111111111,0.16666666666666666,0.13333333333333333
NCT01484873,gpt4-turbo-ts,gpt4-omni-score,0.2777777777777778,0.4166666666666667,0.33333333333333337
NCT01484873,gpt4-turbo-zs,bert-scores-06,0.375,0.5,0.42857142857142855
NCT01484873,gpt4-turbo-zs,bert-scores-07,0.25,0.3333333333333333,0.28571428571428575
NCT01484873,gpt4-turbo-zs,bert-scores-08,0.1875,0.25,0.21428571428571427
NCT01484873,gpt4-turbo-zs,bert-scores-09,0.1875,0.25,0.21428571428571427
NCT01484873,gpt4-turbo-zs,gpt4-omni-score,0.4375,0.5833333333333334,0.5
NCT01484873,llama3-70b-in-ts,bert-scores-06,0.2,0.3333333333333333,0.25
NCT01484873,llama3-70b-in-ts,bert-scores-07,0.2,0.3333333333333333,0.25
NCT01484873,llama3-70b-in-ts,bert-scores-08,0.2,0.3333333333333333,0.25
NCT01484873,llama3-70b-in-ts,bert-scores-09,0.1,0.16666666666666666,0.125
